"","X","he_id","he"
"71",71,71,-0.184459367825184
"72",72,72,-0.0764840114954859
"73",73,73,-0.141668796814047
"74",74,74,-0.141299506330397
"75",75,75,-0.177914461777546
"76",76,76,-0.0451816930924542
"77",77,77,-0.102144533463288
"78",78,78,-0.0444345800648444
"79",79,79,-0.0361678097723052
"80",80,80,-0.10193007288035
"81",81,81,-0.125457507972606
"82",82,82,-0.135994280714076
"83",83,83,-0.114027617394459
"84",84,84,-0.0610738510359079
"85",85,85,-0.0329001264483668
"86",86,86,-0.188173901638947
"87",87,87,-0.0473699769587256
"88",88,88,-0.151183011629619
"89",89,89,-0.146694148706738
"90",90,90,-0.0578970146807842
"91",91,91,-0.0846521788230166
"92",92,92,-0.195350335866679
"93",93,93,-0.108601993324701
"94",94,94,-0.0688889067131095
"95",95,95,-0.0517438838304952
"96",96,96,-0.179336648529861
"97",97,97,-0.0631735313660465
"98",98,98,-0.179400484901853
"99",99,99,-0.135823358420748
"100",100,100,-0.130205659964122
"101",101,101,-0.198096927991137
"102",102,102,-0.173366589625366
"103",103,103,-0.0914764165040106
"104",104,104,-0.0601948173274286
"105",105,105,-0.14952007711865
"106",106,106,-0.145630938124377
"107",107,107,-0.0117457593488507
"108",108,108,-0.060250937694218
"109",109,109,-0.0509102716157213
"110",110,110,-0.0418524789391086
"111",111,111,-0.0856259421654977
"112",112,112,-0.0567055139271543
"113",113,113,-0.0817213765135966
"114",114,114,-0.175032756947912
"115",115,115,-0.193043990100268
"116",116,116,-0.0989486433030106
"117",117,117,-0.0829161636950448
"118",118,118,-0.177442930829711
"119",119,119,-0.184489749388304
"120",120,120,-0.157700333581306
"121",121,121,-0.096879178378731
"122",122,122,-0.0582227478083223
"123",123,123,-0.0872592835640535
"124",124,124,-0.168463116162457
"125",125,125,-0.175492655958515
"126",126,126,-0.164880898338743
"127",127,127,-0.0903452454786748
"128",128,128,-0.0685080639645457
"129",129,129,-0.0500261002150364
"130",130,130,-0.0614399767457508
"131",131,131,-0.0852149653201923
"132",132,132,-0.0439093970437534
"133",133,133,-0.0131551202293486
"134",134,134,-0.199625891884789
"135",135,135,-0.0127708829799667
"136",136,136,-0.176137227129657
"137",137,137,-0.0146488802833483
"138",138,138,-0.190089022968896
"139",139,139,-0.1253316887049
"140",140,140,-0.0104780180263333
"141",141,141,-0.104937689390499
"142",142,142,-0.188488052950706
"143",143,143,-0.133760535186157
"144",144,144,-0.100259234663099
"145",145,145,-0.0188557296991348
"146",146,146,-0.0921159807499498
"147",147,147,-0.159131223992445
"148",148,148,-0.0651428407989443
"149",149,149,-0.0861633288534358
"150",150,150,-0.151069261103403
"151",151,151,-0.150721154299099
"152",152,152,-0.121347016673535
"153",153,153,-0.155857088493649
"154",154,154,-0.177977968887426
"155",155,155,-0.167732059606351
"156",156,156,-0.122494823685847
"157",157,157,-0.0108449099794962
"158",158,158,-0.0207863673567772
"159",159,159,-0.108350220792927
"160",160,160,-0.0431340356450528
"161",161,161,-0.154324758588336
"162",162,162,-0.0172056819754653
"163",163,163,-0.122320963249076
"164",164,164,-0.170179020776413
"165",165,165,-0.0824777505523525
"166",166,166,-0.0130402833106928
"167",167,167,-0.187473946041428
"168",168,168,-0.0459980041603558
"169",169,169,-0.0716833384148777
"170",170,170,-0.0264002396399155
"171",171,171,-0.0629701546137221
"172",172,172,-0.115338573805057
"173",173,173,-0.127972831353545
"174",174,174,-0.154456653080415
"175",175,175,-0.0962921997206286
"176",176,176,-0.0719060221454129
"177",177,177,-0.137884386042133
"178",178,178,-0.036064662123099
"179",179,179,-0.0525476270657964
"180",180,180,-0.0908386369445361
"181",181,181,-0.14664169295691
"182",182,182,-0.130159125269856
"183",183,183,-0.120950186685659
"184",184,184,-0.180279708302114
"185",185,185,-0.102150081903674
"186",186,186,-0.0222502552904189
"187",187,187,-0.117824610376265
"188",188,188,-0.182173180305399
"189",189,189,-0.170634182845242
"190",190,190,-0.0161938600381836
"191",191,191,-0.1028462207946
"192",192,192,-0.199170179276261
"193",193,193,-0.0252675345353782
"194",194,194,-0.188270006848034
"195",195,195,-0.144649580430705
"196",196,196,-0.0480411109956913
"197",197,197,-0.182208857843652
"198",198,198,-0.10443418254843
"199",199,199,-0.11275124673266
"200",200,200,-0.162259086512495
"201",201,201,-0.129582131353673
"202",202,202,-0.174172245792579
"203",203,203,-0.0703371698921546
"204",204,204,-0.137324145387393
"205",205,205,-0.0701670029154048
"206",206,206,-0.0207938849111088
"207",207,207,-0.0113085511117242
"208",208,208,-0.145668578892946
"209",209,209,-0.0418791894707829
"210",210,210,-0.0324876948865131
"211",211,211,-0.166355829006061
"212",212,212,-0.155329066996928
"213",213,213,-0.0547987847332843
"214",214,214,-0.0824210201459937
"215",215,215,-0.0539022846496664
"216",216,216,-0.0138912992156111
"217",217,217,-0.116014556440059
"218",218,218,-0.161564492937177
"219",219,219,-0.177387452088296
"220",220,220,-0.196885337603744
"221",221,221,-0.124695361296181
"222",222,222,-0.168308921649586
"223",223,223,-0.103206591296475
"224",224,224,-0.0127579792938195
"225",225,225,-0.124409129978158
"226",226,226,-0.0631091933813878
"227",227,227,-0.131880904312711
"228",228,228,-0.166713075432926
"229",229,229,-0.0478489588387311
"230",230,230,-0.115468365009874
"231",231,231,-0.134396908690687
"232",232,232,-0.0871405772515573
"233",233,233,-0.0870639569452033
"234",234,234,-0.118710324084386
"235",235,235,-0.0813360665854998
"236",236,236,-0.117976184992585
"237",237,237,-0.0880907358671539
"238",238,238,-0.184627937506884
"239",239,239,-0.0760766916582361
"240",240,240,-0.081280778022483
"241",241,241,-0.146196552612819
"242",242,242,-0.0691586208669469
"243",243,243,-0.104699145338964
"244",244,244,-0.123007272009272
"245",245,245,-0.157354645302985
"246",246,246,-0.17591720395023
"247",247,247,-0.0521560570434667
"248",248,248,-0.064111601554323
"249",249,249,-0.084604218963068
"250",250,250,-0.197921903391834
"251",251,251,-0.105590751790442
"252",252,252,-0.109338050435763
"253",253,253,-0.0934755908465013
"254",254,254,-0.0948808267712593
"255",255,255,-0.0553461185167544
"256",256,256,-0.183076138359029
"257",257,257,-0.188291240427643
"258",258,258,-0.174109315145761
"259",259,259,-0.126021239478141
"260",260,260,-0.139411270183045
"261",261,261,-0.16336958931759
"262",262,262,-0.0513900936162099
"263",263,263,-0.0361510805762373
"264",264,264,-0.0263762663234957
"265",265,265,-0.0143571095936932
"266",266,266,-0.181388878398575
"267",267,267,-0.0324725358677097
"268",268,268,-0.0947383639961481
"269",269,269,-0.158352203594986
"270",270,270,-0.193895672049839
"271",271,271,-0.192393542465288
"272",272,272,-0.199824124574661
"273",273,273,-0.199676780775189
"274",274,274,-0.188497924886178
"275",275,275,-0.182949138206895
"276",276,276,-0.100758580849506
"277",277,277,-0.171602052426897
"278",278,278,-0.180402160142548
"279",279,279,-0.0396494901552796
"280",280,280,-0.151507710742299
"281",281,281,-0.11406090746168
"282",282,282,-0.0617284207511693
"283",283,283,-0.104250183643308
"284",284,284,-0.0850023963465355
"285",285,285,-0.19949544436764
"286",286,286,-0.0224979781592265
"287",287,287,-0.0351847402960993
"288",288,288,-0.185850382838398
"289",289,289,-0.173804263730999
"290",290,290,-0.140241772965528
"291",291,291,-0.172226669553202
"292",292,292,-0.0700216605234891
"293",293,293,-0.113396198924165
"294",294,294,-0.133516377045307
"295",295,295,-0.0161717343586497
"296",296,296,-0.177176878594328
"297",297,297,-0.150075077228248
"298",298,298,-0.172633932013996
"299",299,299,-0.177331421833951
"300",300,300,-0.0108064528903924
"301",301,301,-0.166679426464252
"302",302,302,-0.0309591118362732
"303",303,303,-0.130416114325635
"304",304,304,-0.0731029507913627
"305",305,305,-0.074195605404675
"306",306,306,-0.0254135466436856
"307",307,307,-0.0795224435860291
"308",308,308,-0.138623760591727
"309",309,309,-0.109003423780669
"310",310,310,-0.106197272019926
"311",311,311,-0.104071869829204
"312",312,312,-0.163331049547996
"313",313,313,-0.0545349804870784
"314",314,314,-0.179433917370625
"315",315,315,-0.134060725218151
"316",316,316,-0.185401432688814
"317",317,317,-0.0538537419564091
"318",318,318,-0.141447785007767
"319",319,319,-0.0863083196431399
"320",320,320,-0.152645836174488
"321",321,321,-0.132912572575733
"322",322,322,-0.0688727429206483
"323",323,323,-0.189445891473442
"324",324,324,-0.0376960422378033
"325",325,325,-0.112468919623643
"326",326,326,-0.131230575102381
"327",327,327,-0.0649230776936747
"328",328,328,-0.168278710977174
"329",329,329,-0.0214626874821261
"330",330,330,-0.11282405621605
"331",331,331,-0.197854601473082
"332",332,332,-0.0727326820325107
"333",333,333,-0.195161024618428
"334",334,334,-0.0786199373775162
"335",335,335,-0.196701818236616
"336",336,336,-0.0308606014610268
"337",337,337,-0.065674001632724
"338",338,338,-0.184160342309624
"339",339,339,-0.0519747032946907
"340",340,340,-0.0513437181781046
"341",341,341,-0.115551164366771
"342",342,342,-0.0623132170247845
"343",343,343,-0.141926012854092
"344",344,344,-0.196254902451765
"345",345,345,-0.156889533926733
"346",346,346,-0.0902659755037166
"347",347,347,-0.0944698426267132
"348",348,348,-0.0533830659044907
"349",349,349,-0.0727208990231157
"350",350,350,-0.189482111278921
"351",351,351,-0.0831607502349652
"352",352,352,-0.0314169482584112
"353",353,353,-0.17380108763231
"354",354,354,-0.115006718207151
"355",355,355,-0.0380862926901318
"356",356,356,-0.136584921865724
"357",357,357,-0.143002452403307
"358",358,358,-0.199742804884445
"359",359,359,-0.110912633831613
"360",360,360,-0.0664794727531262
"361",361,361,-0.0100297759030946
"362",362,362,-0.157272811303847
"363",363,363,-0.12892508639954
"364",364,364,-0.0870826474251226
"365",365,365,-0.171832555767614
"366",366,366,-0.10807501880452
"367",367,367,-0.0262500225496478
"368",368,368,-0.0339898700360209
"369",369,369,-0.130669677427504
"370",370,370,-0.135948306911159
"371",371,371,-0.170913244097028
"372",372,372,-0.167711485303007
"373",373,373,-0.106403730378952
"374",374,374,-0.108264165443834
"375",375,375,-0.0433963602688164
"376",376,376,-0.184299693130888
"377",377,377,-0.0261756209027953
"378",378,378,-0.131464163633063
"379",379,379,-0.134527003101539
"380",380,380,-0.032044387802016
"381",381,381,-0.0175998577824794
"382",382,382,-0.0424872939893976
"383",383,383,-0.195484990046825
"384",384,384,-0.0739908057427965
"385",385,385,-0.0556241887970828
"386",386,386,-0.0910684352670796
"387",387,387,-0.0843872999958694
"388",388,388,-0.173362882628571
"389",389,389,-0.10529309384292
"390",390,390,-0.157290506786667
"391",391,391,-0.149405824891292
"392",392,392,-0.169451185662765
"393",393,393,-0.0176054539997131
"394",394,394,-0.0441900284285657
"395",395,395,-0.0444191578752361
"396",396,396,-0.117669857183937
"397",397,397,-0.0122996880183928
"398",398,398,-0.0360357629694045
"399",399,399,-0.187848401733208
"400",400,400,-0.143746630030219
"401",401,401,-0.0633918224577792
"402",402,402,-0.175965287410654
"403",403,403,-0.0388311056606472
"404",404,404,-0.18104603253305
"405",405,405,-0.0127907786751166
"406",406,406,-0.119707954130135
"407",407,407,-0.109337260392495
"408",408,408,-0.0727996010286734
"409",409,409,-0.132197143207304
"410",410,410,-0.0514738888991997
"411",411,411,-0.183172047594562
"412",412,412,-0.133205941135529
"413",413,413,-0.148563601120841
"414",414,414,-0.0325007074419409
"415",415,415,-0.0497911753482185
"416",416,416,-0.118367814647499
"417",417,417,-0.0374636369361542
"418",418,418,-0.180429326279555
"419",419,419,-0.109116399127524
"420",420,420,-0.138356251958758
"421",421,421,-0.0548884873138741
"422",422,422,-0.0164973141578958
"423",423,423,-0.143322697165422
"424",424,424,-0.0352021730947308
"425",425,425,-0.055220484030433
"426",426,426,-0.15511287689209
"427",427,427,-0.145206016455777
"428",428,428,-0.019162467061542
"429",429,429,-0.175771124335006
"430",430,430,-0.171990848029964
"431",431,431,-0.0660495462827385
"432",432,432,-0.0160980043746531
"433",433,433,-0.0237872604257427
"434",434,434,-0.0475326639832929
"435",435,435,-0.171247166884132
"436",436,436,-0.0854745818814263
"437",437,437,-0.0434787567076273
"438",438,438,-0.0674101891554892
"439",439,439,-0.055089857482817
"440",440,440,-0.0756766256294213
"441",441,441,-0.0335090480395593
"442",442,442,-0.0755486908648163
"443",443,443,-0.099591103179846
"444",444,444,-0.180679485059809
"445",445,445,-0.0820621358137578
"446",446,446,-0.0188401681603864
"447",447,447,-0.104192153131589
"448",448,448,-0.193543662319425
"449",449,449,-0.049952071714215
"450",450,450,-0.0409528751741164
"451",451,451,-0.183348528768402
"452",452,452,-0.121923449123278
"453",453,453,-0.159341280611698
"454",454,454,-0.165433791622054
"455",455,455,-0.161130989042576
"456",456,456,-0.171328332051635
"457",457,457,-0.134622400593944
"458",458,458,-0.193774634138681
"459",459,459,-0.0428214620309882
"460",460,460,-0.0550089453114197
"461",461,461,-0.0508696217020042
"462",462,462,-0.153134919009171
"463",463,463,-0.15489502472803
"464",464,464,-0.0619583368790336
"465",465,465,-0.0397561232140288
"466",466,466,-0.102587218873668
"467",467,467,-0.19423910163343
"468",468,468,-0.193829766099807
"469",469,469,-0.016771404184401
"470",470,470,-0.0613036962063052
"471",471,471,-0.118470627416391
"472",472,472,-0.128805330898613
"473",473,473,-0.0408604583819397
"474",474,474,-0.199390627625398
"475",475,475,-0.0577882763883099
"476",476,476,-0.0906642793631181
"477",477,477,-0.0174103389261291
"478",478,478,-0.0933922581141815
"479",479,479,-0.0727243374520913
"480",480,480,-0.10236441494897
"481",481,481,-0.177337785179261
"482",482,482,-0.0755607225350104
"483",483,483,-0.0838476133835502
"484",484,484,-0.0700538460165262
"485",485,485,-0.115617981925607
"486",486,486,-0.107642327558715
"487",487,487,-0.0207017485424876
"488",488,488,-0.0350276348460466
"489",489,489,-0.161297326041386
"490",490,490,-0.172549942571204
"491",491,491,-0.101355701072607
"492",492,492,-0.0363524396414869
"493",493,493,-0.11553947837092
"494",494,494,-0.197271319371648
"495",495,495,-0.0914446540130302
"496",496,496,-0.0656860727630556
"497",497,497,-0.0755314849619754
"498",498,498,-0.177099900271278
"499",499,499,-0.163280050726607
"500",500,500,-0.1869440911524
"501",501,501,-0.0784791722288355
"502",502,502,-0.195261187143624
"503",503,503,-0.113305367969442
"504",504,504,-0.128240613862872
"505",505,505,-0.0817601575562731
"506",506,506,-0.042865485874936
"507",507,507,-0.134174040134531
"508",508,508,-0.0716331136669032
"509",509,509,-0.199668508744799
"510",510,510,-0.164469619216397
"511",511,511,-0.146917458844837
"512",512,512,-0.134908161044586
"513",513,513,-0.0791799189755693
"514",514,514,-0.198738467146177
"515",515,515,-0.111798892815132
"516",516,516,-0.0463605836336501
"517",517,517,-0.184279142008163
"518",518,518,-0.108243000654038
"519",519,519,-0.105756510114297
"520",520,520,-0.179041798666585
"521",521,521,-0.129886423249263
"522",522,522,-0.107600943341386
"523",523,523,-0.0139991800906137
"524",524,524,-0.0490151437022723
"525",525,525,-0.107980183132458
"526",526,526,-0.0117365281097591
"527",527,527,-0.131204410598148
"528",528,528,-0.153037184078712
"529",529,529,-0.0376525618555024
"530",530,530,-0.0750612097047269
"531",531,531,-0.137440728063229
"532",532,532,-0.114468033537269
"533",533,533,-0.162504482383374
"534",534,534,-0.0563786664046347
"535",535,535,-0.122375035493169
"536",536,536,-0.101507037689444
"537",537,537,-0.0844497042126022
"538",538,538,-0.116281795797404
"539",539,539,-0.0273037968063727
"540",540,540,-0.054252608565148
"541",541,541,-0.0178751474060118
"542",542,542,-0.0735086690424941
"543",543,543,-0.178110957513563
"544",544,544,-0.0461201568203978
"545",545,545,-0.181872896666173
"546",546,546,-0.111689036013559
"547",547,547,-0.107674361492973
"548",548,548,-0.184641782131512
"549",549,549,-0.180212225671858
"550",550,550,-0.120114268308971
"551",551,551,-0.140723897765856
"552",552,552,-0.154073432681616
"553",553,553,-0.197221712095197
"554",554,554,-0.188257542531937
"555",555,555,-0.0130537781026215
"556",556,556,-0.191215843292885
"557",557,557,-0.149276194623671
"558",558,558,-0.127237121155486
"559",559,559,-0.0420440779905766
"560",560,560,-0.166065061851405
"561",561,561,-0.125392658554483
"562",562,562,-0.148993351170793
"563",563,563,-0.164361958203372
"564",564,564,-0.100140799749643
"565",565,565,-0.172108765449375
"566",566,566,-0.0284264687728137
"567",567,567,-0.0348143915552646
"568",568,568,-0.0274176230677404
"569",569,569,-0.0754787903721444
"570",570,570,-0.105956848612987
"571",571,571,-0.179417540174909
"572",572,572,-0.0339208129816689
"573",573,573,-0.0496605773782358
"574",574,574,-0.0686343048629351
"575",575,575,-0.0113103920244612
"576",576,576,-0.153404885407072
"577",577,577,-0.0813536109961569
"578",578,578,-0.0316435743751936
"579",579,579,-0.0647781908186153
"580",580,580,-0.067410767741967
"581",581,581,-0.0949435067665763
"582",582,582,-0.106322534156498
"583",583,583,-0.076883998780977
"584",584,584,-0.174989004856907
"585",585,585,-0.158040102971718
"586",586,586,-0.0407705299672671
"587",587,587,-0.0424248599121347
"588",588,588,-0.197178366107401
"589",589,589,-0.0513027719594538
"590",590,590,-0.0324344112700783
"591",591,591,-0.160969975446351
"592",592,592,-0.0386626350274309
"593",593,593,-0.158893260252662
"594",594,594,-0.16245763116749
"595",595,595,-0.186737243765965
"596",596,596,-0.0838022417016328
"597",597,597,-0.0675407544337213
"598",598,598,-0.055418115882203
"599",599,599,-0.17272779175546
"600",600,600,-0.045509399890434
"601",601,601,-0.191485854946077
"602",602,602,-0.132094481864478
"603",603,603,-0.179484480714891
"604",604,604,-0.199430284753907
"605",605,605,-0.119093323647976
"606",606,606,-0.0400498677510768
"607",607,607,-0.192562408363447
"608",608,608,-0.0737975168065168
"609",609,609,-0.0477359330607578
"610",610,610,-0.0298513136873953
"611",611,611,-0.150449863288086
"612",612,612,-0.0435367988981307
"613",613,613,-0.109477382057812
"614",614,614,-0.0928470575227402
"615",615,615,-0.104719408517703
"616",616,616,-0.164536479951348
"617",617,617,-0.0244516925653443
"618",618,618,-0.155439290574286
"619",619,619,-0.162265925016254
"620",620,620,-0.0997078647091985
"621",621,621,-0.0387335157860071
"622",622,622,-0.135429136473686
"623",623,623,-0.0854726408142597
"624",624,624,-0.0233799179829657
"625",625,625,-0.0958416220615618
"626",626,626,-0.0854681535949931
"627",627,627,-0.178925242621917
"628",628,628,-0.0261878876527771
"629",629,629,-0.146132460944355
"630",630,630,-0.115567010752857
"631",631,631,-0.16216969992267
"632",632,632,-0.115470835515298
"633",633,633,-0.173692419633735
"634",634,634,-0.0305158750456758
"635",635,635,-0.171309203042183
"636",636,636,-0.194151914990507
"637",637,637,-0.101328957274091
"638",638,638,-0.116012109557632
"639",639,639,-0.184105966063216
"640",640,640,-0.178421066019218
"641",641,641,-0.120296916854568
"642",642,642,-0.0191906544729136
"643",643,643,-0.190387888608966
"644",644,644,-0.107151518962346
"645",645,645,-0.172420257315971
"646",646,646,-0.162743759898003
"647",647,647,-0.0447649660822936
"648",648,648,-0.0378333546686918
"649",649,649,-0.0890090506826527
"650",650,650,-0.071188820831012
"651",651,651,-0.0810142044886015
"652",652,652,-0.119307868282776
"653",653,653,-0.0717570445104502
"654",654,654,-0.0318237388785929
"655",655,655,-0.0775935674342327
"656",656,656,-0.0568687657802366
"657",657,657,-0.10750650527887
"658",658,658,-0.0714569826354273
"659",659,659,-0.0482416669232771
"660",660,660,-0.0664971821708605
"661",661,661,-0.0217216367158108
"662",662,662,-0.0725721148843877
"663",663,663,-0.112585383343976
"664",664,664,-0.133712755993474
"665",665,665,-0.026118337966036
"666",666,666,-0.0309407693753019
"667",667,667,-0.0526668014586903
"668",668,668,-0.166637980623636
"669",669,669,-0.152086364461575
"670",670,670,-0.0706908802129328
"671",671,671,-0.0191432404192165
"672",672,672,-0.0698791189608164
"673",673,673,-0.0428327305545099
"674",674,674,-0.0635042780102231
"675",675,675,-0.150700703330804
"676",676,676,-0.120200787491631
"677",677,677,-0.0540779725066386
"678",678,678,-0.047827479429543
"679",679,679,-0.0919377727084793
"680",680,680,-0.0829101747786626
"681",681,681,-0.0733242182480171
"682",682,682,-0.0787621464487165
"683",683,683,-0.18223882180173
"684",684,684,-0.1530466035055
"685",685,685,-0.116163897665683
"686",686,686,-0.0425631313747726
"687",687,687,-0.187212769300677
"688",688,688,-0.114105218984187
"689",689,689,-0.0676767526916228
"690",690,690,-0.184601759244688
"691",691,691,-0.0332889651833102
"692",692,692,-0.149307594851125
"693",693,693,-0.149582932030316
"694",694,694,-0.0128560086712241
"695",695,695,-0.0703812922094949
"696",696,696,-0.0650254975422286
"697",697,697,-0.108325513571035
"698",698,698,-0.155576668654103
"699",699,699,-0.0943182292580605
"700",700,700,-0.070500161095988
"701",701,701,-0.147545068173204
"702",702,702,-0.138427052248735
"703",703,703,-0.124503125573974
"704",704,704,-0.0358615860110149
"705",705,705,-0.0599660366517492
"706",706,706,-0.0975954839657061
"707",707,707,-0.110716027501039
"708",708,708,-0.107848471298348
"709",709,709,-0.106644152414519
"710",710,710,-0.142920133203734
"711",711,711,-0.0956720371660777
"712",712,712,-0.122594970993232
"713",713,713,-0.126340106453281
"714",714,714,-0.137879641314503
"715",715,715,-0.150739604213741
"716",716,716,-0.14061392665375
"717",717,717,-0.135484496171121
"718",718,718,-0.0698743944941089
"719",719,719,-0.0803641790151596
"720",720,720,-0.0375774529785849
"721",721,721,-0.011825288690161
"722",722,722,-0.172129770319443
"723",723,723,-0.148207323281094
"724",724,724,-0.147426329611335
"725",725,725,-0.0661212256667204
"726",726,726,-0.186624059793539
"727",727,727,-0.15372616590932
"728",728,728,-0.0320882820733823
"729",729,729,-0.069799410677515
"730",730,730,-0.16735116094118
"731",731,731,-0.0429811650817283
"732",732,732,-0.139182212888263
"733",733,733,-0.136355468642432
"734",734,734,-0.0360290264338255
"735",735,735,-0.021034757331945
"736",736,736,-0.0242768860142678
"737",737,737,-0.125534550086595
"738",738,738,-0.0550191864999943
"739",739,739,-0.198054728426505
"740",740,740,-0.0479694477585144
"741",741,741,-0.0189260206790641
"742",742,742,-0.190443056535441
"743",743,743,-0.102928674875293
"744",744,744,-0.131148970609065
"745",745,745,-0.0488910089223646
"746",746,746,-0.017469303519465
"747",747,747,-0.105953512815759
"748",748,748,-0.0992721638758667
"749",749,749,-0.185372754414566
"750",750,750,-0.172509340390097
"751",751,751,-0.0518099140003324
"752",752,752,-0.0817647048505023
"753",753,753,-0.169559036986902
"754",754,754,-0.188600785210729
"755",755,755,-0.147261751906481
"756",756,756,-0.169386182562448
"757",757,757,-0.0912377904355526
"758",758,758,-0.0384938085009344
"759",759,759,-0.194331599071156
"760",760,760,-0.0542320543457754
"761",761,761,-0.0893004000512883
"762",762,762,-0.0312415548041463
"763",763,763,-0.16945735573303
"764",764,764,-0.16123806567397
"765",765,765,-0.0383029999351129
"766",766,766,-0.194959324081428
"767",767,767,-0.0535858157626353
"768",768,768,-0.181114200628363
"769",769,769,-0.146822598045692
"770",770,770,-0.176512565144803
"771",771,771,-0.117473197104409
"772",772,772,-0.149474041559733
"773",773,773,-0.0925713881175034
"774",774,774,-0.084011961936485
"775",775,775,-0.0395581423700787
"776",776,776,-0.0868863254110329
"777",777,777,-0.0787598721822724
"778",778,778,-0.040086636194028
"779",779,779,-0.148420384533238
"780",780,780,-0.0566713810409419
"781",781,781,-0.0669302002456971
"782",782,782,-0.128501226704102
"783",783,783,-0.190236361282878
"784",784,784,-0.199983852664009
"785",785,785,-0.159412082273047
"786",786,786,-0.112861346355639
"787",787,787,-0.0971004360588268
"788",788,788,-0.0602920492738485
"789",789,789,-0.13128563977778
"790",790,790,-0.112325908963103
"791",791,791,-0.155029071080498
"792",792,792,-0.194241360062733
"793",793,793,-0.0644746201322414
"794",794,794,-0.125148898907937
"795",795,795,-0.179396096863784
"796",796,796,-0.154200780985411
"797",797,797,-0.190697425650433
"798",798,798,-0.0283161991438828
"799",799,799,-0.147042951106559
"800",800,800,-0.198959302089643
"801",801,801,-0.0485618303320371
"802",802,802,-0.184769037978258
"803",803,803,-0.0866121617285535
"804",804,804,-0.158318261771929
"805",805,805,-0.188574448488653
"806",806,806,-0.0685885082767345
"807",807,807,-0.13925247648498
"808",808,808,-0.087843798219692
"809",809,809,-0.197100185356103
"810",810,810,-0.0945244854944758
"811",811,811,-0.152304379553534
"812",812,812,-0.0466012652567588
"813",813,813,-0.147300829563756
"814",814,814,-0.0308222615579143
"815",815,815,-0.153904433627613
"816",816,816,-0.146779918544926
"817",817,817,-0.126474022348411
"818",818,818,-0.16071775717428
"819",819,819,-0.0540537811419927
"820",820,820,-0.180868615242653
"821",821,821,-0.185384637136012
"822",822,822,-0.0822942521097139
"823",823,823,-0.179149599382654
"824",824,824,-0.128016466081608
"825",825,825,-0.177950904099271
"826",826,826,-0.12388821931323
"827",827,827,-0.0452671554777771
"828",828,828,-0.0570461180410348
"829",829,829,-0.176015970993321
"830",830,830,-0.154247674846556
"831",831,831,-0.0940513860504143
"832",832,832,-0.162664016180206
"833",833,833,-0.171246893405914
"834",834,834,-0.173509366533253
"835",835,835,-0.077643058099784
"836",836,836,-0.194863378349692
"837",837,837,-0.193412493858486
"838",838,838,-0.0949397189030424
"839",839,839,-0.0494496846641414
"840",840,840,-0.0333179788687266
"841",841,841,-0.107630958261434
"842",842,842,-0.120957472035661
"843",843,843,-0.124656942428555
"844",844,844,-0.155435316115618
"845",845,845,-0.195446943927091
"846",846,846,-0.0594337083818391
"847",847,847,-0.0815144974086434
"848",848,848,-0.196945932493545
"849",849,849,-0.129079787656665
"850",850,850,-0.188348603744525
"851",851,851,-0.0854045320418663
"852",852,852,-0.0921932060527615
